name,total,lat,lng
대덕천주교회4,123,35.83535,128.57132
대덕초등학교,144,35.83072,128.56061
대덕초등학교건너,133,35.83066,128.56062
대동공업,35,35.72627,128.4569
대동금속건너,1154,35.73604,128.45578
대동금속앞,315,35.73601,128.45593
대동시장1,1091,35.81137,128.53838
대동시장2,2814,35.81136,128.53773
대륜중고등학교건너,1538,35.85348,128.65794
대륜중고등학교앞,2772,35.85331,128.65738
대리마을회관,3,35.66551,128.42708
대리마을회관건너,31,35.66541,128.42709
대림생수,60,35.77705,128.64514
대림생수앞,7,35.77734,128.64485
대림육교1,128,35.8725,128.74207
대림육교2,12,35.87217,128.74262
대명1동행정복지센터건너,2783,35.84229,128.57174
대명1동행정복지센터앞,5268,35.84191,128.57271
대명5동행정복지센터앞,3834,35.84359,128.58712
대명6동행정복지센터건너,332,35.83483,128.56555
대명6동행정복지센터앞,703,35.83494,128.56579
대명9동행정복지센터건너,1336,35.83822,128.5799
대명9동행정복지센터앞,425,35.83756,128.57968
대명공연거리건너,7189,35.85411,128.58324
대명공연거리앞,11940,35.8545,128.583
대명시장건너,7672,35.85864,128.57782
대명시장앞,7283,35.85869,128.57713
대명역(1번출구),24400,35.83936,128.56518
대명역(2번출구),14405,35.83903,128.56394
대명중학교앞,538,35.83241,128.57854
대명초등학교건너,6621,35.83953,128.56861
대명초등학교앞,9337,35.83934,128.56773
대백인터빌건너,9900,35.89833,128.54828
대백인터빌앞,9155,35.89827,128.54865
대백창신한라타운건너,4695,35.85182,128.50123
대백창신한라타운앞,1924,35.85204,128.50039
대백프라자건너,12023,35.85495,128.60572
대백프라자앞,9104,35.85511,128.6044
대백한라무지개타운건너,4416,35.85887,128.51389
대백한라무지개타운앞,3975,35.85909,128.5133
대봉교회,4387,35.8553,128.60082
대봉네거리1,3434,35.8544,128.6026
대봉네거리2,761,35.85405,128.60275
대봉도서관건너,730,35.85753,128.60172
대봉도서관앞,1468,35.85655,128.60219
대봉성당,2684,35.85544,128.60072
대산초등학교건너,896,35.8978,128.59567
대산초등학교앞,2531,35.89754,128.59539
대서초등학교앞,65,35.82039,128.5508
대성공업건너,1556,35.84666,128.50738
대성공업앞,1654,35.84599,128.5071
대성베르힐1차건너1,611,35.78207,128.44197
대성베르힐1차건너2,1570,35.782,128.44234
대성유니드건너,78,35.84761,128.60225
대성유니드앞,489,35.84775,128.60126
대성테크앞,55,35.82482,128.50314
대신동광명맨션앞,257,35.86663,128.57555
대신센트럴자이,2063,35.8637,128.57798
대실역(1번출구),8735,35.85842,128.46465
대실역(2번출구),24654,35.85807,128.46467
대실역(4번출구),5369,35.85771,128.46623
대실역1,131,35.85619,128.46434
대실역청아람건너,2326,35.85602,128.46695
대실역청아람앞,680,35.85589,128.46771
대우트럼프월드수성건너,5191,35.83521,128.62398
대우트럼프월드수성앞,1592,35.83571,128.6235
대원고등학교,772,35.8075,128.5078
대원고등학교건너,1893,35.80781,128.50856
대원사앞(공산동),38,nan,nan
대원사입구,59,35.96317,128.73988
대원유치원건너,2390,35.89803,128.60666
대원유치원앞,3836,35.89834,128.60679
대일1리점촌마을,3,35.76406,128.64933
대일아파트건너,3928,35.88378,128.60669
대일아파트앞,4817,35.88406,128.60598
대자연맨션,4992,35.81319,128.61661
대자연맨션건너,1365,35.81418,128.61581
대주기계 건너,129,35.67762,128.4577
대주기계앞,391,35.67703,128.45697
대중금속공업고등학교건너,132,35.95271,128.55405
대중금속공업고등학교앞,2837,35.95334,128.55403
대진중고등학교건너,119,35.80583,128.52081
대진중고등학교앞,449,35.8058,128.52047
대천119안전센터건너,2237,35.82606,128.50746
대천119안전센터앞,521,35.82544,128.5072
대천공영차고지앞,314,35.81661,128.50507
대천교,2113,35.81737,128.50395
대천초등학교건너,18,35.938,128.55552
대천초등학교앞,127,35.93813,128.55547
대청초등학교건너,14,35.85052,128.65241
대청초등학교앞,2272,35.85059,128.6522
대평2리,4,35.93379,128.46572
대평리시장,4564,35.87908,128.55842
대평중학교건너,2084,35.87916,128.56124
대평중학교앞,1529,35.87933,128.56104
대홍철강,190,35.84045,128.47813
대흥동건너,148,35.83127,128.68319
대흥동앞,201,35.83128,128.6836
덕곡(달구벌고교),195,35.99531,128.61183
덕곡삼거리2,265,35.9748,128.62976
덕원고등학교건너,2055,35.82999,128.70527
덕원고등학교앞,248,35.83014,128.70422
덕인초등학교건너,465,35.83899,128.53711
덕인초등학교앞,871,35.83945,128.53674
덕화중학교건너,9134,35.83173,128.61689
덕화중학교앞,3842,35.83192,128.61666
덴티스앞,123,35.83383,128.49998
도곡교2,182,35.92846,128.60004
도남지,22,35.96484,128.58644
도동교1,21,35.91107,128.652
도동교2,7,35.91081,128.65172
도동제1경로당앞,2,35.91212,128.65629
도동청구타운앞,99,35.90923,128.64845
도시철도건설본부건너,2747,35.81986,128.54054
도시철도건설본부앞,12689,35.81993,128.54099
도시철도담티역(1번출구),16761,35.85505,128.65384
도시철도담티역(3번출구),17779,35.85463,128.65395
도시철도대구역,198,35.87729,128.59713
도시철도대구역건너,597,35.8771,128.59878
도시철도수성구청역북편1,846,35.86054,128.63567
도시철도수성구청역북편2,1048,35.86028,128.6357
도의리,4,35.66047,128.46206
도평동입구1,187,35.9092,128.64279
도평동입구2,36,35.90923,128.64277
도학동,174,35.97203,128.70111
동곡리,3,35.87937,128.42363
동곡초등학교건너,562,35.87772,128.41734
동곡초등학교앞,0,35.87761,128.41794
동구기억쉼터건너,4617,35.87755,128.63919
동구기억쉼터앞,3102,35.87762,128.63878
동구시장건너,2947,35.8743,128.6393
동구시장앞,2855,35.87409,128.63932
동구청건너,33562,35.88577,128.63479
동구청앞,22083,35.88593,128.63459
동구청역(3번출구),6033,35.88462,128.63253
동구청역(4번출구),970,35.88468,128.63233
동대구LPG충전소건너,675,35.86712,128.63232
동대구LPG충전소앞,191,35.8671,128.63199
동대구맨션,3146,35.88191,128.62569
동대구시장건너,5492,35.8823,128.61071
동대구시장앞,9009,35.8825,128.60928
동대구역,61717,35.87939,128.62699
동대구역건너,70394,35.87862,128.62688
동대구역복합환승센터건너,71740,35.87736,128.63011
동대구역복합환승센터앞,75852,35.87754,128.62992
동대구역수화물취급소건너,35,35.87984,128.62506
동대구역수화물취급소앞,125,35.87977,128.62515
동대구역지하도1,9610,35.88061,128.62803
동대구역지하도2,17907,35.88071,128.62905
동대구초등학교건너,342,35.87858,128.62069
동대구초등학교앞,120,35.87875,128.62069
동도중학교건너,4497,35.84999,128.63848
동도중학교앞,5602,35.84921,128.63881
동문고등학교앞,227,35.87814,128.65036
동문고등학교정문,391,35.87707,128.65026
동변주공그린빌건너,846,35.91799,128.60374
동변주공그린빌앞,1567,35.91797,128.60366
동부경찰서건너,1529,35.87186,128.72258
동부경찰서앞,5314,35.87191,128.72332
동부고교건너,818,35.87188,128.71793
동부고교앞,2560,35.87208,128.71708
동부소방서건너,237,35.87517,128.62573
동부소방서앞,5394,35.87522,128.62533
동부중학교건너,1061,35.87217,128.64371
동부중학교앞,715,35.87237,128.64362
동북주유소건너,41,35.95272,128.63416
동산의료원앞1,6604,35.86855,128.58238
동산의료원앞2,3123,35.86737,128.58233
동서교회건너,1417,35.92112,128.60122
동서교회앞,1210,35.92115,128.60122
동서리치모아건너,1353,35.92309,128.59661
동서리치모아앞,573,35.92312,128.59677
동서변리벤빌,1681,35.92552,128.59893
동서변월드메르디앙아파트,1014,35.91926,128.59918
동서변월드메르디앙아파트정문,366,35.91867,128.59669
동서아파트건너,438,35.86437,128.46433
동서아파트앞,71,35.86499,128.46406
동서화성타운건너,18785,35.8553,128.51127
동서화성타운앞,11124,35.85538,128.51049
동성에스티에스건너,71,35.87481,128.46343
동성초등학교건너,1481,35.85374,128.61363
동성초등학교앞,3917,35.85373,128.6134
동신초등학교건너,1310,35.87888,128.61534
동신초등학교앞,1012,35.87815,128.61557
동아백화점수성점건너,9647,35.82061,128.6403
동아백화점수성점앞,23076,35.82076,128.64043
동아스포츠센터(지산중학교앞),801,35.82572,128.62948
동아스포츠센터(지산초교앞),1612,35.8257,128.63136
동아제약,232,35.73977,128.4683
동아제약건너,1473,35.74002,128.46829
동양맨션앞,704,35.87969,128.61959
동원약품,3943,35.9089,128.61694
동원중학교,320,35.87604,128.65098
동원초등학교건너,305,35.86322,128.6412
동원초등학교남편,551,35.86338,128.64135
동원초등학교앞1,299,nan,nan
동원초등학교후문건너,482,35.86498,128.63905
동원초등학교후문앞,556,35.86448,128.63937
동인네거리1,538,35.87252,128.6061
동인네거리2,430,35.87267,128.6068
동인초등학교건너,4411,35.86859,128.61068
동인초등학교앞,4147,35.86843,128.61079
동인치안센터건너,11571,35.87134,128.60432
동인치안센터앞,7864,35.87121,128.60446
동일초등학교건너,1964,35.85794,128.61759
동일초등학교앞,2021,35.85746,128.61727
동천역1,95,35.93724,128.55739
동촌강나루아파트건너,643,35.88646,128.64158
동촌강나루아파트앞,1083,35.88617,128.64194
동촌역(2번출구),322,35.88615,128.64997
동촌역(신길)1,4164,35.88699,128.65276
동촌역(신길)2,2744,35.88769,128.6511
동촌유원지,541,35.87803,128.65552
동촌지구대건너,605,35.88656,128.64933
동촌해성아파트건너,64,35.8881,128.64602
동촌해성아파트앞,361,35.88846,128.64543
동촌화성타운건너,4589,35.88981,128.64789
동촌화성타운앞,3309,35.89003,128.64711
동침산네거리,868,35.88654,128.59937
동침산네거리2,40,35.8866,128.59956
동호동건너(북구),166,35.95986,128.55238
동호동앞(북구),8,35.95937,128.55312
동호육교1,381,35.86667,128.72438
동호육교2,9861,35.86678,128.7244
동호초등학교건너,470,35.86484,128.72145
동화골든빌(남편),927,35.94452,128.5618
동화골든빌(동편),1302,35.94503,128.56398
동화골든빌건너(남편),1584,35.94429,128.56246
동화교2,31,35.98421,128.69798
동화사입구건너,396,35.98878,128.6976
동화사입구앞,2,35.98888,128.69732
동화시설집단지구(종점)1,287,35.98806,128.69429
동화시설집단지구(종점)2(대구시민안전테마파크),1199,35.98815,128.69468
두류3동파출소건너,1053,35.85382,128.55741
두류3동파출소앞,183,35.85392,128.55772
두류공원(야외음악당건너),396,35.85151,128.55431
두류공원(야외음악당앞),288,35.85177,128.5549
두류공원네거리1,5080,35.84802,128.56618
두류공원네거리2,1292,35.84785,128.56603
두류도서관앞,8838,35.85341,128.56098
두류보성맨션건너,3897,35.85818,128.56523
두류보성맨션앞,1474,35.85801,128.5653
두류수영장건너,8004,35.84544,128.56457
두류수영장앞,8949,35.84576,128.56482
두류역(달성고등학교건너),15810,35.85685,128.55519
두류역(달성고등학교앞),36373,35.85707,128.55478
두류정수사업소건너,13931,35.85142,128.54806
두류정수사업소앞,1439,35.85099,128.54789
두류파출소건너,486,35.8568,128.5652
두류파출소앞,381,35.85648,128.5645
두리봉네거리1,1758,35.83899,128.55843
두리봉네거리2,6179,35.83921,128.5588
두리봉터널입구,77,35.84708,128.64901
두리봉터널입구건너,352,35.84645,128.64998
두리봉터널종점,165,35.84476,128.64207
두산동행정복지센터건너,8562,35.8301,128.62123
두산동행정복지센터앞,5583,35.82971,128.62041
두산스포츠건너,652,35.82627,128.62556
두성파크아파트건너,2302,35.91567,128.54835
두성파크아파트앞,2400,35.9154,128.54854
두천마을건너,0,35.93398,128.46109
둔산동,86,35.89743,128.67346
들안길1,1468,35.83662,128.61666
들안길2,3110,35.83626,128.61686
들안길네거리1,1703,35.84158,128.61679
들안길네거리2,402,35.84142,128.61665
들안길초등학교건너,1637,35.84046,128.61777
들안길초등학교앞,2682,35.84027,128.61762
럭키아파트건너,8,35.94018,128.5568
럭키아파트앞,149,35.94002,128.55663
롯데백화점상인점건너,4874,35.81946,128.53931
롯데캐슬그랜드,306,35.852,128.52718
룸비니유치원건너,840,35.83528,128.57405
룸비니유치원앞,329,35.83528,128.57415
마비정벽화마을(종점),21,35.77992,128.54161
만경관건너,7858,35.87045,128.59052
만경관앞,7469,35.87055,128.59024
만촌1동 느지안전마을,609,35.87227,128.64809
만촌1동행정복지센터,1243,35.8661,128.6397
만촌2동행정복지센터,9930,35.86017,128.6472
만촌3차화성파크드림건너,2601,35.85358,128.65216
만촌그린빌라건너,200,35.86092,128.64477
만촌역(1번출구),1478,35.85908,128.64482
만촌우방1차건너,1808,35.84991,128.65609
만촌우방1차앞,31,35.8502,128.65507
만촌육교1,47372,35.85798,128.64466
만촌육교2,4250,35.85804,128.64497
만촌천주교회앞,41,35.86295,128.64434
만촌초등학교건너1,771,35.8691,128.64509
만촌초등학교건너2,920,35.86886,128.64517
만촌초등학교앞,550,35.86741,128.64522
만촌태왕리더스건너,773,35.86272,128.64888
만촌태왕리더스건너(남편),178,35.86199,128.64747
만촌태왕리더스북편,176,35.8635,128.64701
만촌태왕리더스앞1,2240,35.86346,128.64895
만촌태왕리더스앞2,822,35.86231,128.64825
만촌화성파크스위트건너,423,35.87426,128.65421
만촌화성파크스위트앞,84,35.87411,128.65423
만평네거리,1731,35.88916,128.56227
만평네거리2,46,35.89028,128.5624
만평역(서대구고속버스터미널)1,4694,35.89015,128.55933
만평역(서대구고속버스터미널)2,2678,35.88998,128.55937
망우당공원건너,1136,35.87587,128.65767
망우당공원앞,3008,35.876,128.656
매곡(종점),453,35.85484,128.45027
매곡사거리1,136,35.86268,128.45948
매곡사거리2,3623,35.86243,128.45825
매곡초등학교건너,26,35.86208,128.46751
매곡초등학교앞,150,35.86302,128.46737
매골2,102,35.96998,128.62846
매여동(동구)저탄장,110,35.91024,128.71816
매일신문사건너,35,35.86853,128.58703
매일신문사앞,785,35.86818,128.58715
매천고교,1016,35.91162,128.54671
매천대교1,54,35.89768,128.54203
매천대교3,34,35.89637,128.54114
매천성당건너1,849,35.90952,128.54218
매천성당건너2,298,35.90716,128.54179
매천성당앞,1259,35.90858,128.54176
매천수산시장건너,124,35.90058,128.542
매천수산시장앞,1003,35.90104,128.54152
매천시장역1,199,35.90391,128.54546
매천시장역2,143,35.90377,128.54541
매천시장지하차도,804,35.90364,128.54111
매천역1,484,35.91274,128.54275
매천중고등학교건너,458,35.91018,128.5486
매천중고등학교앞,1149,35.91002,128.54831
매천초교(매천역)2,1746,35.91234,128.54239
매천화성파크드림,212,35.90875,128.54442
매천휴먼시아앞,1242,35.90856,128.54469
매호동서아파트앞,247,35.84186,128.71106
매호성당건너,138,35.84044,128.71138
메트로시티건너,2491,35.91351,128.54719
메트로시티앞,1290,35.91365,128.54759
메트로팔레스1,8072,35.86956,128.63744
메트로팔레스2,11875,35.86942,128.63727
명곡리1,10686,35.79935,128.49032
명곡리2,1239,35.79942,128.49068
명곡미래빌1단지,304,35.79841,128.49826
명곡미래빌2단지건너,1888,35.79936,128.49469
명곡미래빌2단지앞,2556,35.79944,128.49517
명곡미래빌3단지건너,235,35.7974,128.49473
명곡미래빌3단지앞,619,35.79736,128.49563
명곡미래빌4단지,375,35.7985,128.49896
명곡미래빌5단지건너,1069,35.79829,128.49161
명곡미래빌5단지앞,736,35.79819,128.49179
명곡지구앞,19,35.79992,128.49118
명덕네거리1,10285,35.85682,128.59202
명덕네거리2,3634,35.85679,128.59246
명덕역(6번출구),24739,35.85781,128.5912
명덕역(7번출구),22360,35.8579,128.59105
명덕초등학교건너,7790,35.85668,128.58812
명덕초등학교앞,15002,35.85688,128.58818
명문세가APT건너,5338,35.898,128.62388
명문세가APT앞,5403,35.89777,128.62382
명문오하임아파트건너,134,35.87262,128.61975
명문오하임아파트앞,46,35.8725,128.61971
명보약국건너,93,35.84226,128.6009
명보약국앞,516,35.84227,128.60029
명산교(명산화성타운건너),605,35.94397,128.63727
명성푸르지오건너,5526,35.88901,128.59127
명성푸르지오앞,7580,35.88911,128.59112
모다아울렛,131,35.83503,128.48994
모다아울렛건너,15647,35.83877,128.49217
모다아울렛앞,2119,35.83917,128.49177
목단2리,0,35.61806,128.40989
목단리,0,35.62305,128.41919
묘1리,107,35.90347,128.42009
묘2리(고려정밀),0,35.89866,128.42198
묘2리(전마),2,35.89516,128.4215
무궁화LPG충전소,2092,35.85143,128.6134
무궁화LPG충전소건너,1408,35.85094,128.61312
무궁화어린이공원입구,836,35.85181,128.61677
무궁화어린이공원입구건너,1153,35.85115,128.61685
무등1리2,1,35.92023,128.45958
무등2리입구건너,4,35.9144,128.45136
무림제지건너,574,35.89389,128.5898
무림제지앞1,109,35.89616,128.58949
무열대건너,1429,35.86809,128.64913
무열대앞,628,35.86808,128.64951
무태네거리(시내방향),3383,35.91522,128.59935
무태네거리(시외방향),4533,35.91577,128.59964
무태새마을금고건너,589,35.92046,128.60359
무태새마을금고앞,1550,35.9204,128.60361
무태조야동행정복지센터건너1,3672,35.92104,128.59769
무태조야동행정복지센터건너2,2901,35.92142,128.59963
무태조야동행정복지센터앞1,1137,35.92117,128.59702
무태조야동행정복지센터앞2,4874,35.922,128.59919
무태조야동행정복지센터앞3,677,35.92261,128.59928
문성병원건너,5022,35.84825,128.56875
문성병원앞,7206,35.84808,128.56875
문양기지창앞,5,35.85894,128.43595
문양리1,9,35.8573,128.43517
문양역앞,322,35.86344,128.43774
문주마을건너,40,35.89805,128.52468
문주마을앞,16,35.89815,128.52423
문화예술회관건너,3193,35.8417,128.56067
문화예술회관앞,3869,35.84239,128.56107
미8군후문건너,156,35.85141,128.59853
미8군후문앞,278,35.85143,128.59858
미곡동1,15,35.95511,128.68519
미곡동2,397,35.95528,128.68508
미대동1,287,35.95745,128.6689
미대동2,5,35.95719,128.66852
미래아트빌앞,253,35.8349,128.61434
미리내맨션건너,5332,35.83503,128.60041
미리내맨션앞,2248,35.83491,128.60023
민들레아파트후문건너,674,35.91663,128.62905
민들레아파트후문앞,988,35.9165,128.62907
바른병원건너,156,35.88943,128.64327
박곡리(시내방향),13,35.88488,128.48617
반고개(내당역4번출구),1789,35.86087,128.56678
반고개1,1826,35.86122,128.56811
반고개2,3883,35.86105,128.56861
반고개역(3번출구),193,35.86236,128.57382
반송4교앞,61,35.75449,128.50321
반송리,178,35.75579,128.49408
반야월모란1차아파트,1769,35.86624,128.70702
반야월시장1,2466,35.87275,128.70447
반야월시장2,2779,35.8727,128.70506
반야월역(국철)건너,1930,35.87213,128.70979
반야월역(국철)앞,1906,35.87234,128.70849
반야월역(도시철도1번출구),1616,35.86702,128.71356
반야월역(도시철도2번출구),9039,35.86482,128.71374
반야월역(도시철도3번출구),5730,35.86586,128.71464
반야월역(도시철도4번출구)1,3210,35.86704,128.71368
반야월역(도시철도4번출구)2,1014,35.86603,128.71473
반야월저탄장건너,1650,35.87331,128.69939
반야월저탄장앞,2540,35.87338,128.69954
반월당역(1번출구)1,23279,35.86335,128.59316
반월당역(1번출구)2,5115,35.86258,128.59293
반월당역(2번출구),58630,35.86269,128.59325
반월육교,541,nan,nan
방공포병학교건너,720,35.84757,128.67024
방공포병학교앞,613,35.84785,128.66924
방짜유기박물관건너,137,35.96447,128.69794
방천리공영차고지,2429,35.8898,128.51002
방천시장(김광석길)건너,10364,35.86268,128.60572
방천시장(김광석길)앞,9585,35.86231,128.60636
방촌1동,38,35.89469,128.67478
방촌맨션앞,997,35.87668,128.67413
방촌빌라,43,35.88168,128.67165
방촌시장건너,9667,35.88128,128.66605
방촌시장앞,6477,35.88117,128.66594
방촌역(1번출구),7091,35.87979,128.66999
방촌역(2번출구),6203,35.87978,128.6696
방촌치안센터건너,576,35.87885,128.67274
방촌치안센터앞,1844,35.87908,128.67249
백사벌네거리1,220,35.89948,128.58894
백사벌네거리2,1677,35.89981,128.58901
백안교2,227,35.95314,128.69405
백안삼거리1,12,35.95408,128.68951
백안삼거리2,1342,35.95424,128.68944
백자맨션건너,3263,35.87754,128.67758
백자맨션앞,1656,35.87768,128.67659
범물1동행정복지센터건너,2801,35.8184,128.64598
범물1동행정복지센터앞,8555,35.81798,128.64573
범물2동행정복지센터건너,814,35.81703,128.64526
범물두성타운건너,298,35.81517,128.64884
범물우방미진하이츠앞,1315,35.81562,128.64728
범물청구맨션건너,23323,35.8194,128.64245
범물청구맨션앞,5220,35.81944,128.6427
범물하이츠 건너,821,35.8241,128.64302
범물하이츠앞,2891,35.82418,128.64314
범물한라주택건너,10110,35.82078,128.63853
범물한라주택앞,847,35.82059,128.63768
범어2동1,72,35.8627,128.63563
범어2동2,358,35.86296,128.63563
범어4동행정복지센터건너,22581,35.85904,128.64247
범어4동행정복지센터앞,12725,35.8587,128.64236
범어쌍용예가건너(호텔라온제나),5518,35.8538,128.62263
범어쌍용예가앞,4673,35.85391,128.62374
범어역(1번출구),9168,35.85952,128.62183
범어역(2번출구),6656,35.85928,128.62197
법원건너,7420,35.86358,128.62668
법원앞,9236,35.86214,128.62711
법원어린이집,201,35.86186,128.63813
베네딕도수녀원,1527,35.89718,128.5187
베네딕도수녀원건너,3956,35.897,128.51775
베어산업건너,159,35.91431,128.61353
보람타운건너,43,35.85013,128.5203
보람타운앞,2460,35.85072,128.51827
보병50사단건너,841,35.94783,128.57466
보병50사단앞,593,35.94752,128.57391
보성산호타운건너,619,nan,nan
보성산호타운앞,1098,35.81196,128.54387
보성서한타운앞,698,35.93261,128.55836
보성은하타운앞,737,35.82401,128.53486
보성화성타운건너,10504,35.85546,128.5037
보성화성타운앞,3958,35.85554,128.50285
보훈병원앞,1059,35.80294,128.55087
복음간호학원,124,35.88146,128.62537
복현네거리,2205,35.89182,128.62381
복현대백맨션건너,5296,35.90233,128.6161
복현대백맨션앞,2464,35.90159,128.61607
복현서한2차아파트,1036,35.89977,128.62507
복현성모약국앞,1676,35.89376,128.6197
복현오거리1,33945,35.897,128.61562
복현오거리2,8101,35.89835,128.61524
복현오거리3,27,35.89776,128.6161
복현우방아파트,6389,35.8994,128.62434
복현우체국건너,18485,35.8964,128.61368
복현우체국앞,6302,35.89572,128.61297
복현장미맨션앞,2054,35.89847,128.61869
복현푸르지오아파트건너,7659,35.89167,128.62368
복현푸르지오아파트앞,1211,35.89052,128.6267
복현현대맨션건너,551,35.89978,128.6178
복현현대맨션앞,948,35.89973,128.6177
본동시장건너,1620,35.83455,128.53723
본동시장앞,535,35.83442,128.53707
본리119안전센터1,9004,35.83837,128.54481
본리119안전센터2,4081,35.83825,128.54467
본리1리,10,35.79126,128.51768
본리1리동회관건너,87,35.79214,128.45713
본리2,520,35.78785,128.45998
본리네거리,1859,35.83606,128.53675
본리네거리2,3527,35.83732,128.53801
본리네거리3,906,35.83757,128.53845
본리도서관앞,177,35.84002,128.54084
본리롯데캐슬,552,35.83939,128.54639
본리아카시아맨션,2012,35.83742,128.54212
본리지구건너,954,35.80241,128.50712
본리지구앞,2069,35.80261,128.50796
본리초교네거리1,479,35.84362,128.53545
본리초교네거리2,1464,35.84346,128.53539
본리초등학교건너,4746,35.84348,128.53909
본리초등학교앞,3129,35.84355,128.53925
본말(종점),2,35.64289,128.51028
봉덕1동행정복지센터건너,4379,35.845,128.59428
봉덕1동행정복지센터앞,9242,35.84513,128.59511
봉덕2동새마을금고건너,181,35.84175,128.60383
봉덕2동새마을금고앞,110,35.84195,128.60332
봉덕교회건너,4413,35.84245,128.60422
봉덕교회앞,1899,35.84338,128.60408
봉덕시장건너1,1802,35.84448,128.60331
봉덕시장건너2,188,35.84456,128.60199
봉덕시장건너3,1758,35.84559,128.60401
봉덕시장앞1,6281,35.84462,128.60265
봉덕시장앞2,1189,35.84516,128.60396
봉명네거리1,86,35.84844,128.59848
봉명네거리2,804,35.84833,128.59867
봉명네거리3,322,35.84779,128.59892
봉무공원건너,11376,35.92199,128.64113
봉무공원앞,9877,35.92239,128.64151
봉무불로파출소,975,35.92791,128.6413
봉무청구새들마을건너,2690,35.93007,128.64173
봉무청구새들마을앞,581,35.92997,128.6419
봉무초등학교건너,44,35.92502,128.63766
봉무초등학교앞,2358,35.92509,128.63608
봉산가구골목(동편),1828,35.86152,128.59923
봉산가구골목(서편),716,35.86121,128.59911
봉산문화거리건너,20341,35.86502,128.59695
봉산문화거리앞,9103,35.86468,128.59718
봉산육거리,2737,35.86275,128.59923
봉촌1리1,64,35.86129,128.4082
봉촌1리3,5,35.86148,128.40595
봉촌2리,6,35.86154,128.39207
봉촌낙동길입구,14,35.8614,128.39393
봉촌리,14,35.86013,128.40259
부남교앞,7,35.9737,128.67633
부동,48,35.88841,128.67899
부동(종점),2,35.88919,128.69487
부동농협,14,35.89121,128.68027
부영3단지,921,35.93793,128.56281
부영5단지,452,35.93556,128.56227
부영7단지건너,166,35.93428,128.56623
북구구민운동장건너,1956,35.94364,128.57396
북구구민운동장앞,912,35.94382,128.57387
북구보건소건너,1743,35.89129,128.58805
북구보건소앞,4372,35.89102,128.58718
북구선거관리위원회건너,3887,35.88713,128.60205
북구선거관리위원회앞,5253,35.88735,128.60226
북구어울아트센터앞,47,35.93351,128.54625
북구청건너,6702,35.88476,128.58339
북구청네거리1,564,35.88563,128.58063
북구청네거리2,1344,35.8857,128.58063
북구청앞,7607,35.88479,128.58369
북구청역(3번출구),4305,35.88309,128.58109
북구청역(4번출구),11754,35.8835,128.58149
북대구세무서건너,2151,35.88908,128.58298
북대구세무서앞,2005,35.88806,128.58283
북대구초등학교건너,2831,35.90418,128.60946
북대구초등학교앞,924,35.90468,128.61074
북동초등학교건너,520,35.72734,128.43869
북동초등학교앞,1113,35.7276,128.43928
북리1,3143,35.72872,128.44439
북리2,5452,35.72872,128.44385
북부경찰서건너,707,35.88597,128.58209
북부상수도사업소,49,35.89656,128.58944
북부정류장,31637,35.88435,128.5558
북부정류장건너,16974,35.88602,128.5577
북비산네거리1,2447,35.87944,128.56908
북비산네거리2,3577,35.87967,128.57001
북중학교앞,2036,35.8986,128.62014
북침산치안센터건너,2750,35.8886,128.57942
북침산치안센터앞,2880,35.88897,128.58022
불교한방병원건너1,369,35.82425,128.62406
불교한방병원건너2,2223,35.82377,128.62424
불교한방병원앞1,1027,35.82438,128.62429
불교한방병원앞2,2543,35.82377,128.62438
불로동고분군건너,5862,35.91509,128.64099
불로동고분군앞,3546,35.9146,128.64124
불로삼거리,150,35.90184,128.63639
불로우방아파트건너,2444,35.90096,128.63108
불로우방아파트앞,3208,35.90074,128.63054
불로전통시장건너,11403,35.9106,128.64095
불로전통시장앞,4652,35.91063,128.6411
불로화훼단지앞,132,35.90343,128.63788
비산6동행정복지센터건너,95,35.87589,128.56963
비산6동행정복지센터앞,235,35.876,128.56952
비산7동우체국건너,2706,35.88859,128.56025
비산7동우체국앞1,4359,35.88803,128.55972
비산7동우체국앞2,2454,35.88766,128.55909
비산웰빙하와이건너,824,35.87589,128.56706
비산웰빙하와이앞,223,35.87583,128.56772
비산지하도1,5062,35.88094,128.572
비산지하도2,6139,35.88078,128.57172
비산초등학교건너,2962,35.87953,128.56565
비산초등학교앞,2826,35.87933,128.56516
비산초등학교정문,22,35.87713,128.56311
비슬산휴양림주차장,0,35.69382,128.50582
비슬초등학교건너,25,35.69697,128.45707
비원지구대건너,275,35.88386,128.57465
비원지구대앞,52,35.88372,128.57495
비철금속협업단지앞,4241,35.84187,128.4922
사복동입구교차로,1048,35.87221,128.74861
사복동입구교차로건너,57,35.87196,128.74763
사수초등학교앞,3184,35.90157,128.51412
사월동(종점),93,35.84145,128.71404
사월보성2차앞,475,35.8388,128.71478
사월역(2번출구),16951,35.83706,128.71491
사월역(4번출구),9725,35.83671,128.7174
사창마을앞,0,35.64692,128.4451
산격119안전센터(엑스코),41,35.90693,128.61497
산격4동행정복지센터건너,428,35.89206,128.60529
산격4동행정복지센터앞,2428,35.89313,128.60514
산격거평타운건너,426,35.90482,128.60274
산격거평타운앞,930,35.90501,128.60291
산격대우아파트앞,18787,35.89923,128.61155
산격종합시장앞,18272,35.89939,128.61053
산격주공아파트건너,1960,35.9006,128.59638
산격주공아파트앞,6677,35.90038,128.59637
산격중학교건너,2444,35.90061,128.60855
산격중학교앞,3793,35.90096,128.60845
