START_X,START_Y,ARRIVE_X,ARRIVE_Y
START_X,START_,ARRIVE_X,ARRIVE_
35.948846,128.56484,35.916731,128.602164
35.939378,128.54441,35.94887,128.564731
35.948543,128.56608,35.875706,128.61028
35.817938,128.53898,35.801506,128.493895
35.867853,128.59984,35.895,128.624478
35.857521,128.59102,35.831546,128.61778
35.816875,128.53202,35.832028,128.53088
35.87366,128.60114,35.861373,128.617663
35.853996,128.50495,35.821116,128.526451
35.813158,128.54711,35.84097,128.60389
35.839121,128.56343,35.886966,128.570981
35.884091,128.60625,35.896781,128.61397
35.891881,128.60804,35.82997,128.55424
35.799293,128.49462,35.805206,128.502708
35.693593,128.46049,35.692346,128.444615
35.825701,128.63093,35.896138,128.616651
35.872205,128.56760,35.874951,128.554766
35.85978,128.619013,35.876171,128.626601
35.890251,128.60707,35.87411,128.620823
35.874558,128.62358,35.863685,128.564125
35.82158,128.518538,35.806763,128.499528
35.838771,128.55590,35.820831,128.544721
35.81098,128.54043,35.798913,128.493503
35.829766,128.55060,35.812931,128.518518
35.808918,128.55162,35.826631,128.525636
35.807613,128.55071,35.85568,128.551721
35.841885,128.53403,35.849976,128.534935
35.84214,128.537235,35.860821,128.52699
35.85704,128.537533,35.855593,128.497131
35.856435,128.56326,35.842721,128.572813
35.806366,128.49990,35.794668,128.453815
35.81743,128.539151,35.805061,128.549563
35.816545,128.52580,35.847088,128.53633
35.885234,128.57378,35.865341,128.547491
35.857628,128.52689,35.839333,128.571056
35.889081,128.58037,35.888408,128.578145
35.888751,128.56955,35.920445,128.544691
35.843725,128.53052,35.848416,128.51919
35.841706,128.57295,35.86731,128.54655
35.840788,128.58144,35.865775,128.603316
35.8132,128.521196,35.813201,128.516806
35.808745,128.55169,35.811996,128.547185
35.80935,128.54051,35.694193,128.469681
35.931701,128.55709,35.912683,128.546531
35.870793,128.63344,35.881125,128.593313
35.825721,128.62947,35.861753,128.692726
35.83749,128.533976,35.843743,128.530716
35.87548,128.56695,35.883775,128.573115
35.886045,128.57592,35.866988,128.599713
35.879283,128.62728,35.867306,128.599816
35.823185,128.62618,35.813386,128.616345
35.84304,128.696543,35.812306,128.73311
35.863933,128.61798,35.859595,128.62683
35.945845,128.58084,35.922605,128.599263
35.874233,128.61379,35.885291,128.547971
35.86457,128.618175,35.877734,128.640211
35.878571,128.64092,35.895153,128.641284
35.875356,128.57059,35.865085,128.57214
35.856481,128.55857,35.857713,128.544591
35.866806,128.59973,35.889348,128.573293
35.915868,128.59928,35.89314,128.593483
35.878473,128.57746,35.863833,128.554743
35.883806,128.63164,35.886708,128.625491
35.864985,128.57215,35.840038,128.535448
35.84137,128.541693,35.840313,128.712788
35.850378,128.51773,35.93116,128.55912
35.851051,128.58626,35.84457,128.602395
35.884766,128.59077,35.879143,128.598623
35.914748,128.62453,35.886028,128.555131
35.865328,128.59500,35.86238,128.60338
35.879346,128.56729,35.891703,128.570545
35.838556,128.56087,35.867667,128.457253
35.841965,128.49044,35.867396,128.629925
35.845161,128.59464,35.838168,128.594973
35.878923,128.59884,35.880455,128.585868
35.875666,128.58532,35.847646,128.604391
35.86869,128.540223,35.882891,128.58106
35.872131,128.56580,35.933888,128.562983
35.884458,128.55670,35.849605,128.586856
35.93162,128.548076,35.931226,128.543493
35.926685,128.54733,35.846283,128.588286
35.859043,128.62385,35.866688,128.599747
35.865849,128.60200,35.839349,128.622498
35.84564,128.591533,35.84631,128.591623
35.884311,128.60579,35.885788,128.590138
35.886555,128.57512,35.874386,128.588188
35.88445,128.584538,35.8788,128.626563
35.884414,128.58503,35.85657,128.560188
35.87571,128.571083,35.823672,128.642807
35.86294,128.551945,35.866288,128.618178
35.863418,128.57169,35.87287,128.573385
35.837146,128.57450,35.82434,128.549216
35.86629,128.618141,35.882693,128.662506
35.84004,128.62241,35.842216,128.59367
35.840312,128.61944,35.863634,128.578166
35.871048,128.56343,35.871985,128.566968
35.87746,128.639228,35.867731,128.647895
35.825598,128.63703,35.835836,128.619362
35.835147,128.61945,35.823947,128.642081
35.862511,128.60724,35.816441,128.542005
35.859545,128.56209,35.872366,128.555
35.84952,128.534213,35.858301,128.464476
35.84035,128.621368,35.847195,128.606143
35.837933,128.55849,35.836731,128.535345
35.866345,128.59992,35.84507,128.704555
35.867074,128.59978,35.814094,128.644304
35.870418,128.57097,35.875963,128.570348
35.859073,128.64483,35.861061,128.627028
35.872976,128.62694,35.871106,128.601936
35.822473,128.63890,35.837463,128.708219
35.865335,128.59457,35.834941,128.717018
35.841279,128.57371,35.877199,128.628544
35.853066,128.58318,35.816466,128.512901
35.877241,128.60701,35.878541,128.600961
35.87785,128.60784,35.880516,128.638515
35.831166,128.70456,35.804745,128.7374
35.840741,128.70533,35.862251,128.593036
35.879401,128.65375,35.881211,128.60779
35.869851,128.6019,35.855805,128.551613
35.83761,128.537911,35.836953,128.522701
35.837983,128.55844,35.815866,128.537261
35.878138,128.64655,35.88687,128.651678
35.886436,128.57161,35.879501,128.565502
35.90074,128.630556,35.842858,128.590325
35.840398,128.57493,35.854838,128.577121
35.8078,128.519261,35.814298,128.545166
35.840508,128.57455,35.839341,128.583465
35.781986,128.44203,35.79003,128.442676
35.85439,128.598956,35.850001,128.515796
35.844513,128.53692,35.852413,128.527455
35.80971,128.5508,35.807695,128.530015
35.84586,128.578095,35.849083,128.543326
35.777763,128.43820,35.85487,128.477121
35.86143,128.467508,35.855258,128.51134
35.855565,128.4918,35.851625,128.474724
35.853498,128.48092,35.831326,128.572843
35.842863,128.69458,35.827718,128.718403
35.871005,128.59442,35.870058,128.588038
35.842195,128.60083,35.848915,128.590636
35.848906,128.52634,35.85422,128.507396
35.848858,128.52733,35.818401,128.51746
35.887358,128.57041,35.884803,128.557121
35.870763,128.59601,35.888701,128.56862
35.84259,128.598225,35.842013,128.573998
35.849378,128.53563,35.857516,128.52811
35.848983,128.52728,35.854116,128.503231
35.872209,128.56777,35.863681,128.556114
35.862351,128.61434,35.864578,128.598396
35.856626,128.55258,35.843371,128.593701
35.844936,128.59784,35.845113,128.568825
35.866153,128.60003,35.892398,128.645518
35.86631,128.599925,35.882081,128.619363
35.881476,128.61598,35.884916,128.629738
35.879135,128.61015,35.87535,128.639479
35.849803,128.61310,35.868458,128.612931
35.869231,128.60392,35.877214,128.628878
35.856541,128.58464,35.876688,128.549685
35.842158,128.53114,35.85411,128.503741
35.840281,128.55282,35.843651,128.552734
35.851591,128.50936,35.853626,128.498496
35.840933,128.49040,35.851555,128.541348
35.82529,128.527255,35.833896,128.546275
35.866591,128.60000,35.865611,128.60826
35.841513,128.49042,35.805493,128.511626
35.837418,128.55724,35.808696,128.529955
35.842001,128.48931,35.8559,128.552453
35.808411,128.54534,35.811476,128.521848
35.813745,128.52293,35.801874,128.53125
35.936014,128.56670,35.85168,128.572765
35.867246,128.61140,35.828876,128.554215
35.870681,128.55497,35.83676,128.536724
35.882038,128.55563,35.845011,128.597102
35.877278,128.62891,35.867498,128.596999
35.865814,128.59091,35.874636,128.566824
35.879451,128.56844,35.87357,128.628811
35.878678,128.62649,35.872375,128.626675
35.877243,128.62976,35.861715,128.601216
35.866555,128.59997,35.88184,128.617406
35.874193,128.55501,35.880323,128.596025
35.876728,128.59637,35.875893,128.496925
35.86985,128.598425,35.875591,128.621506
35.892678,128.56923,35.87683,128.575085
35.887923,128.57455,35.858971,128.56492
35.864996,128.59764,35.862415,128.582375
35.81806,128.538646,35.866051,128.610861
35.878725,128.62644,35.816948,128.64177
35.868916,128.69986,35.872638,128.72727
35.871631,128.73480,35.88662,128.759218
35.870731,128.63342,35.893158,128.621951
35.831051,128.50234,35.85208,128.501573
35.855531,128.49403,35.85389,128.474971
35.819421,128.52748,35.874995,128.479793
35.846343,128.62275,35.84016,128.62435
35.865925,128.61066,35.860335,128.468108
35.858048,128.46636,35.842051,128.48988
35.866285,128.59984,35.943026,128.558081
35.846758,128.59026,35.836748,128.616661
35.856326,128.58290,35.839203,128.576608
35.812656,128.53653,35.81012,128.536093
35.87436,128.727861,35.872436,128.700396
35.872015,128.71273,35.886551,128.717163
35.839508,128.63285,35.839571,128.623788
35.86757,128.621768,35.866951,128.599838
35.866968,128.59983,35.865488,128.614123
35.838358,128.49034,35.86003,128.468261
35.858873,128.53024,35.858915,128.52392
35.855285,128.49230,35.856156,128.624728
35.867194,128.59347,35.86373,128.491278
35.813561,128.52027,35.806456,128.5094
35.878832,128.55498,35.925471,128.548296
35.9296,128.548016,35.951609,128.569028
35.942993,128.55797,35.8637,128.608618
35.84168,128.610486,35.853453,128.505185
35.841918,128.53431,35.860446,128.5288
35.807213,128.53277,35.807636,128.531935
35.807638,128.53193,35.807976,128.53192
35.808023,128.53191,35.80815,128.531885
35.80818,128.531871,35.808655,128.531881
35.808685,128.53188,35.808843,128.533583
35.808848,128.53357,35.80886,128.533573
35.851485,128.57961,35.854685,128.569653
35.870653,128.71224,35.868138,128.725091
35.839465,128.62369,35.82626,128.631845
35.826893,128.62927,35.860536,128.626804
35.869776,128.60143,35.86707,128.632428
35.8454,128.510104,35.805931,128.542616
35.833106,128.50490,35.849443,128.508691
35.859363,128.62294,35.900043,128.549298
35.884783,128.57338,35.865238,128.547418
35.854055,128.50495,35.859348,128.495448
35.951868,128.56713,35.93464,128.564076
35.942632,128.57044,35.870519,128.590863
35.857355,128.54553,35.863991,128.491221
35.856612,128.49626,35.878995,128.627143
35.850058,128.62327,35.850553,128.520033
35.858108,128.64748,35.88088,128.646465
35.870515,128.73144,35.872976,128.659583
35.8476,128.604285,35.86084,128.603918
35.87668,128.59634,35.87761,128.595835
35.858713,128.57755,35.854783,128.57701
35.88128,128.570034,35.891798,128.569748
35.870166,128.55484,35.836546,128.540126
35.841886,128.49045,35.840021,128.530385
35.879477,128.58556,35.863185,128.558294
35.862202,128.55832,35.852313,128.519577
35.884027,128.63193,35.840027,128.621154
35.832526,128.61759,35.821703,128.628763
35.860551,128.59230,35.856873,128.586275
35.824961,128.52709,35.841863,128.534321
35.838963,128.49038,35.851955,128.515785
35.843155,128.53075,35.849723,128.545835
35.850371,128.51708,35.85095,128.54123
35.834328,128.60279,35.833298,128.584618
35.840791,128.62303,35.883267,128.582272
35.887185,128.57071,35.887185,128.570715
35.813736,128.54750,35.813736,128.547503
35.880298,128.62702,35.87519,128.628905
35.854368,128.61383,35.842547,128.631647
35.839107,128.57654,35.818128,128.534732
35.81041,128.53612,35.836335,128.554833
35.813736,128.54750,35.838525,128.570091
35.881071,128.62731,35.875948,128.64058
35.88258,128.621303,35.88381,128.643573
35.882248,128.63035,35.876233,128.604581
35.89266,128.605008,35.840036,128.595203
35.881171,128.64284,35.845073,128.544455
35.882478,128.60978,35.827038,128.635305
35.860625,128.62595,35.872955,128.72112
35.886688,128.63879,35.844196,128.692196
35.857686,128.64876,35.831261,128.616833
35.881588,128.63020,35.928041,128.642031
35.878175,128.60141,35.896471,128.613628
35.879835,128.59340,35.858758,128.622646
35.860206,128.54375,35.851226,128.536325
35.869975,128.62816,35.849745,128.621766
35.877271,128.63001,35.865073,128.603081
35.87668,128.596485,35.866788,128.599851
35.854403,128.61716,35.830796,128.613306
35.865083,128.59627,35.843761,128.552756
35.843376,128.55109,35.83721,128.568026
35.864846,128.59771,35.894673,128.611798
35.886901,128.62532,35.840601,128.763988
35.843296,128.70828,35.861406,128.617629
35.849731,128.53465,35.86796,128.615619
35.838949,128.64007,35.838626,128.604693
35.845195,128.59006,35.842236,128.580115
35.848567,128.57578,35.848858,128.576585
35.852996,128.57389,35.863192,128.577123
35.876478,128.59465,35.872705,128.721663
35.8297,128.620873,35.838473,128.698466
35.889422,128.58083,35.890041,128.590838
35.939376,128.54991,35.892732,128.622485
35.871925,128.72242,35.863459,128.698216
35.877261,128.62879,35.882186,128.61919
35.884693,128.63377,35.877782,128.724149
35.872062,128.69963,35.872562,128.70613
35.900723,128.61550,35.893901,128.589676
35.860215,128.56472,35.864796,128.598153
35.870398,128.57096,35.850513,128.593253
35.865476,128.69177,35.87921,128.752528
35.850143,128.53466,35.850143,128.53466
35.850143,128.53466,35.850143,128.53466
35.837203,128.48484,35.876725,128.636726
35.873078,128.64586,35.879871,128.630108
35.839451,128.54935,35.843648,128.540548
35.844581,128.53394,35.853601,128.480559
35.851398,128.49560,35.850611,128.515286
35.869151,128.69624,35.863065,128.690028
35.878935,128.62659,35.856449,128.461836
35.859066,128.54139,35.85898,128.51937
35.858425,128.53733,35.849826,128.485295
35.864526,128.57104,35.85962,128.562076
35.862913,128.697,35.886386,128.719791
35.858528,128.46406,35.862756,128.459973
35.85853,128.464566,35.855508,128.493793
35.844978,128.56593,35.864551,128.608411
35.902998,128.58994,35.933303,128.564516
35.817858,128.54614,35.815396,128.543518
35.864753,128.59841,35.841121,128.579228
35.855568,128.49415,35.858419,128.510981
35.87506,128.596245,35.869545,128.58822
35.845897,128.61285,35.850081,128.515733
35.945043,128.57183,35.927456,128.598055
35.920525,128.60409,35.835321,128.574016
35.85555,128.505881,35.854968,128.493676
35.867145,128.59978,35.889058,128.632245
35.858085,128.52125,35.874256,128.535901
35.809371,128.52028,35.809371,128.520285
35.809371,128.52028,35.809371,128.520285
35.87843,128.541144,35.868908,128.57091
35.864499,128.58894,35.854442,128.552209
35.949766,128.55261,35.913178,128.548383
35.870535,128.62437,35.84261,128.535418
35.858401,128.46430,35.826725,128.515041
35.854411,128.54877,35.839207,128.575943
35.843683,128.54585,35.869408,128.552849
35.86239,128.521801,35.851863,128.542148
35.864725,128.59831,35.842916,128.592915
35.809371,128.52028,35.809371,128.520285
35.85644,128.537448,35.88099,128.526281
35.886843,128.55825,35.936205,128.548976
35.808426,128.51880,35.860498,128.52194
35.875118,128.63895,35.87479,128.627176
35.868205,128.55519,35.857604,128.556256
35.833888,128.60476,35.8431,128.613276
35.809371,128.52028,35.826635,128.544075
35.826621,128.55143,35.851401,128.554368
35.921016,128.59820,35.857331,128.511061
35.836565,128.52265,35.839125,128.533945
35.871674,128.62563,35.877721,128.581644
35.841936,128.53665,35.850826,128.590938
35.855231,128.60617,35.864446,128.58009
35.862876,128.60495,35.881723,128.665275
35.875273,128.64162,35.892886,128.623051
35.860786,128.62599,35.882215,128.61937
35.910126,128.64097,35.885586,128.661858
35.875743,128.62861,35.874121,128.713811
35.854185,128.50526,35.861818,128.578523
35.82257,128.527445,35.859825,128.613696
35.866298,128.59201,35.850168,128.571898
35.85695,128.581235,35.879065,128.62733
35.898923,128.62289,35.886271,128.625781
35.872166,128.71374,35.872015,128.70057
35.853873,128.62389,35.849993,128.613123
35.838203,128.61669,35.85921,128.51025
35.865991,128.59157,35.874796,128.722683
35.782186,128.43492,35.829401,128.507435
35.838916,128.55087,35.83638,128.574145
35.867495,128.62264,35.877598,128.567348
35.868456,128.60022,35.859538,128.552971
35.8813,128.620676,35.835138,128.619166
35.866918,128.63043,35.857681,128.646746
35.858575,128.64594,35.883688,128.623918
35.880911,128.61331,35.870996,128.610315
35.855616,128.54971,35.913373,128.542886
35.824048,128.52582,35.815868,128.537188
35.860925,128.54570,35.862863,128.556288
35.868661,128.73238,35.874751,128.751823
35.851766,128.50654,35.855706,128.552056
35.868295,128.60239,35.848335,128.568035
35.863876,128.61796,35.831786,128.616668
35.872076,128.64545,35.867431,128.599853
35.863318,128.55616,35.864771,128.571155
35.864791,128.57121,35.857948,128.538683
35.872805,128.73197,35.867565,128.697886
35.863065,128.55619,35.824296,128.533481
35.844311,128.61264,35.877153,128.592351
35.869096,128.69243,35.867776,128.699738
35.835815,128.53919,35.835815,128.53919
35.850143,128.53466,35.850143,128.53466
35.86959,128.550851,35.870573,128.60182
35.841966,128.57231,35.838613,128.578315
35.856761,128.59054,35.846421,128.590415
35.88789,128.574553,35.845751,128.527938
35.870746,128.55566,35.867578,128.570885
35.867381,128.69667,35.877311,128.684555
35.850143,128.53466,35.850143,128.53466
35.850143,128.53466,35.850143,128.53466
35.850143,128.53466,35.850143,128.53466
35.870645,128.59090,35.850116,128.536075
35.8667,128.568021,35.85862,128.562551
35.863586,128.69583,35.86655,128.70198
35.850143,128.53466,35.850143,128.53466
35.885906,128.63431,35.867443,128.599788
